Release Year,Song,Artist,Album,Genre,Duration,Writer,Composer,Producer,Award
2002,Bakit,Barbie's Cradle,Barbie's Cradle,Alt Rock,4:28,Barbie Almalbis,Barbie Almalbis,Barbie Almalbis,
2002,Tell me,MYMP,Beyond Acoustic,Acoustic Pop,3:36,Joey Albert,Joey Albert,Chin Alcantara,
2002,The One Who Won My Heart,Christian Bautista,Christian Bautista,Pop Ballad,4:44,Christian Bautista,Christian Bautista,Christian Bautista,
2002,All This Time,Alice Dixson,All This Time,Pop Ballad,4:26,Alice Dixson,Alice Dixson,Alice Dixson,
2002,Sa Piling Mo,Ref,REF,Pop Rock,4:01,Ref,Ref,Ref,
2002,How Can I,Kyla,Way to Your Heart,R&B / Pop,4:11,Jonathan Manalo,Jonathan Manalo,Jonathan Manalo,
2002,Nanghihinayang,Jeremiah,Jeremiah,Pop Ballad,4:26,Larry Hermoso,Larry Hermoso,Vehnee Saturno,
2002,Kahit Isang Saglit,Martin Nievera,Return to Forever,Pop Ballad,4:36,Allan Feliciano,Allan Feliciano,Allan Feliciano,
2002,Get Free,Rivermaya,Free,Alt Rock,3:25,Rivermaya,Rivermaya,Rico Blanco,
2002,Basketbol,Rivermaya,Free,Alt Rock,4:21,Rivermaya,Rivermaya,Rico Blanco,
2002,Evidence,Urbandub,Birth,Alt Rock,5:14,Gabby Alipe,Gabby Alipe,Gabby Alipe,
2002,Food for the Soul,Sandwich,Grip Stand Throw,Alt Rock,3:54,Sandwich,Sandwich,Raymund Marasigan,
2002,Nakatitig,Moonstar88,Popcorn,Alt Pop / Rock,3:18,Darwin Hernandez,Darwin Hernandez,Moonstar88,
2002,The Yes Yes Show,Parokya ni Edgar,Gulong Itlog Gulong,Comedy Rock,4:45,Chito Miranda,Chito Miranda,Chito Miranda,
2002,Oktubre,Sugarfree,Sa Wakas,Alt Rock,4:21,Ebe Dancel,Ebe Dancel,Ebe Dancel,
2003,The Spageti Song,SexBomb Girls feat. Joey de Leon,Round,Dance Pop,4:01,Lito Camo,Lito Camo,Lito Camo,
2003,Bakit Papa?,SexBomb Girls,Round,Dance Pop,3:34,Lito Camo,Lito Camo,Lito Camo,
2003,Halukay Ube,SexBomb Girls,Round,Dance Pop,4:17,Lito Camo,Lito Camo,Lito Camo,
2003,Totoy Bibo,Vhong Navarro,Totoy Bibo,Novelty / Dance,4:54,Lito Camo,Lito Camo,Lito Camo,
2003,Don Romantiko,Vhong Navarro,Totoy Bibo,Novelty / Dance,3:16,Lito Camo,Lito Camo,Lito Camo,
2003,To Love You More,Sarah Geronimo,Popstar: A Dream Come True,Pop,4:44,David Foster,David Foster & Linda Thompson,Sarah Geronimo,
2003,Sa Iyo,Sarah Geronimo,Popstar: A Dream Come True,Pop,3:42,Sarah Geronimo,Sarah Geronimo,Sarah Geronimo,
2003,Broken Vow,Sarah Geronimo & Mark Bautista,Constant Change,Pop Ballad,4:35,Walter Afanasieff,Walter Afanasieff & Lara Fabian,Sarah Geronimo,
2003,The Way You Look At Me,Christian Bautista,Christian Bautista,Pop Ballad,3:29,Christian Bautista,Andrew Fromm & Keith Follese,Christian Bautista,
2003,Burnout,Sugarfree,Sa Wakas,Alt Rock,4:15,Ebe Dancel,Ebe Dancel,Ebe Dancel,
2003,Mariposa,Sugarfree,Sa Wakas,Alt Rock,3:57,Ebe Dancel,Ebe Dancel,Ebe Dancel,
2003,Telepono,Sugarfree,Sa Wakas,Alt Rock,4:55,Ebe Dancel,Ebe Dancel,Ebe Dancel,
2003,Bitiw,6cyclemind,Permission to Shine,Alt Rock,3:28,6cyclemind,6cyclemind,6cyclemind,
2003,Sikat Sa Amin,6cyclemind,Permission to Shine,Alt Rock,3:46,6cyclemind,6cyclemind,6cyclemind,
2003,Chopsuey,Parokya ni Edgar,Bigotilyo,Comedy Rock,3:55,Chito Miranda,Chito Miranda,Chito Miranda,
2003,Liwanag Sa Dilim,Rivermaya,Free,Alt Rock,3:40,Rico Blanco,Rico Blanco,Rico Blanco,
2003,Balisong,Rivermaya,Trip,Alt Rock,3:48,Rico Blanco,Rico Blanco,Rico Blanco,
2003,A Little Bit,MYMP,Beyond Acoustic,Acoustic Pop,3:24,MYMP,MYMP,Chin Alcantara,
2003,Pakisabi Na Lang,The Company,The Company,Pop,5:23,Moy Ortiz,Moy Ortiz,Moy Ortiz,
2003,Prom,Sugarfree,Sa Wakas,Alt Rock,4:21,Ebe Dancel,Ebe Dancel,Ebe Dancel,
2003,A Day Without Puppets,Sugarfree,Sa Wakas,Alt Rock,4:45,Ebe Dancel,Ebe Dancel,Ebe Dancel,
2003,Bigotilyo,Parokya ni Edgar,Bigotilyo,Comedy Rock,3:41,Chito Miranda,Chito Miranda,Chito Miranda,
2003,Your Song (My One and Only You),Parokya ni Edgar,Bigotilyo,Comedy Rock,2:48,Chito Miranda,Chito Miranda,Chito Miranda,
2003,Tsaka Na Lang,Parokya ni Edgar,Bigotilyo,Comedy Rock,3:18,Chito Miranda,Chito Miranda,Chito Miranda,
2003,Nalilito,6cyclemind,Permission to Shine,Alt Rock,3:36,6cyclemind,6cyclemind,6cyclemind,
2003,Soul Searching,Urbandub,Birth,Alt Rock,4:01,Gabby Alipe,Gabby Alipe,Gabby Alipe,
2003,Sunday Driving,Rivermaya,Trip,Alt Rock,4:18,Rico Blanco,Rico Blanco,Rico Blanco,
2003,241 (My Favorite Song),Rivermaya,Trip,Alt Rock,4:34,Rico Blanco,Rico Blanco,Rico Blanco,
2003,A Love to Share,Rivermaya,Trip,Alt Rock,5:16,Rico Blanco,Rico Blanco,Rico Blanco,
2003,Twin Hearts,Sarah Geronimo & Mark Bautista,Constant Change,Pop,4:05,Jonathan Manalo,Jonathan Manalo,Jonathan Manalo,
2003,Ngayon at Kailanman,Mark Bautista,Everyday,Pop Ballad,4:35,George Canseco,George Canseco,Jonathan Manalo,
2003,I Will Always Love You,Nina,Nina Live,R&B,4:26,Dolly Parton,Dolly Parton,Neil Gregorio,
2003,Jealous,Nina,Nina Live,R&B,4:13,Nina,Nina,Neil Gregorio,
2003,Foolish Heart,Nina,Nina Live,R&B,4:38,Nina,Nina,Neil Gregorio,
2003,Loving You,Nina,Nina Live,R&B,4:18,Nina,Nina,Neil Gregorio,
2003,Paano Na Kaya,Bugoy Drilon,Bugoy Drilon,Pop Ballad,4:17,Jonathan Manalo,Jonathan Manalo,Jonathan Manalo,
2003,No Touch,Vhong Navarro,Totoy Bibo,Novelty / Dance,3:23,Juan dela Cruz Band,Juan dela Cruz Band,Lito Camo,
2003,I Like You,Vhong Navarro,Totoy Bibo,Novelty / Dance,3:34,Vhong Navarro,Vhong Navarro,Lito Camo,
2003,Bikining Itim,SexBomb Girls,Round,Dance Pop,3:11,Lito Camo,Lito Camo,Lito Camo,
2003,I'll Never Go,Nexxus,Nexxus,Pop Ballad,4:25,Frankie Golangco,Frank Singco,Frank Singco,
2003,Secret Love,Jay R,Gameface,R&B,3:36,Jay R,Jay R,Jay R,
2003,Game,Jay R,Gameface,R&B,3:46,Jay R,Jay R,Jay R,
2003,Kung Wala Na,Jaya,Jaya,Pop Ballad,4:10,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2003,Narda,Kamikazee,Maharot,Alt Rock,3:12,Jay Contreras,Jay Contreras,Kamikazee,
2003,Unwell,Pupil,Beautiful Machines,Alt Rock,3:53,Ely Buendia,Ely Buendia,Ely Buendia,
2003,Waiting For You,MYMP,Beyond Acoustic,Acoustic Pop,3:32,MYMP,MYMP,Chin Alcantara,
2003,I Feel For You,Kyla,Way to Your Heart,R&B / Pop,3:59,Jonathan Manalo,Jonathan Manalo,Jonathan Manalo,
2003,Lupa,Rico J. Puno,The Greatest Hits,OPM / Ballad,4:04,Charo Unite,Charo Unite,Rico J. Puno,
2003,Kailan  ,MYMP,Beyond Acoustic,Acoustic Pop,3:55,Ryan Cayabyab,Ryan Cayabyab,Chin Alcantara,
2003,Kahit Isang Saglit,Juris/ MYMP,Acoustic,Acoustic Pop,4:52,Allan Feliciano,Allan Feliciano,Chin Alcantara,
2004,Same Ground,Kitchie Nadal,Kitchie Nadal,Alt Rock,4:11,Kitchie Nadal,Kitchie Nadal,Kitchie Nadal,
2004,Huwag Na Huwag Mong Sasabihin,Kitchie Nadal,Kitchie Nadal,Alt Rock,4:01,Kitchie Nadal,Kitchie Nadal,Kitchie Nadal,
2004,Lumingon Ka Lang,Sponge Cola,Palabas,Alt Rock,4:01,Gosh Dilay,Gosh Dilay,Sponge Cola,
2004,KLSP,Sponge Cola,Palabas,Alt Rock,3:13,Sponge Cola,Sponge Cola,Sponge Cola,
2004,Biglaan,6cyclemind,Permission to Shine,Alt Rock,4:07,6cyclemind,6cyclemind,6cyclemind,
2004,Hari ng Sablay,Sugarfree,Sa Wakas,Alt Rock,3:22,Ebe Dancel,Ebe Dancel,Ebe Dancel,
2004,Tulog Na,Sugarfree,Sa Wakas,Alt Rock,4:26,Ebe Dancel,Ebe Dancel,Ebe Dancel,
2004,Bulakbol,The Mongols,The Mongols,Rock,3:35,Ely Buendia,Ely Buendia,The Mongols,
2004,Noypi,Bamboo,As the Music Plays,Alt Rock,4:30,Bamboo Mañalac,Bamboo Mañalac,Bamboo Mañalac,
2004,Hands To Heaven,Christian Bautista,Christian Bautista,Pop Ballad,4:36,Graham Lyle,Graham Lyle,Christian Bautista,
2004,Rainbow,South Border,South Border,R&B / Pop,4:00,Jay Durias,Jay Durias,Jay Durias,
2004,Ikaw Nga,South Border,South Border,R&B / Pop,4:02,Jay Durias,Jay Durias,Jay Durias,
2004,How Could You Say You Love Me,Sarah Geronimo,Popstar: A Dream Come True,Pop,4:01,Jimmy Borja,Jimmy Borja,Jonathan Manalo,
2004,Pinakamagandang Lalake,Janno Gibbs,Janno Gibbs,Pop,4:08,Janno Gibbs,Janno Gibbs,Janno Gibbs,
2004,Fallin',Janno Gibbs,Janno Gibbs,R&B / Pop,4:44,Janno Gibbs,Janno Gibbs,Janno Gibbs,
2004,Love Of My Life,Rachelle Ann Go,Rachelle Ann Go,Pop Ballad,3:54,Jay Durias,Jay Durias,Jay Durias,
2004,Hinahanap ng Puso,Gloc-9,Gloc-9,Hip-Hop / Rap,3:37,Aristotle Pollisco,Aristotle Pollisco,Gloc-9,
2004,Bulaklak,Viva Hot Babes,Viva Hot Babes,Dance Pop,3:35,Lito Camo,Lito Camo,Lito Camo,
2004,O Pag-Ibig,Vhong Navarro,Totoy Bibo,Novelty / Dance,4:54,Lito Camo,Lito Camo,Lito Camo,
2004,Mag Exercise,Vhong Navarro,Totoy Bibo,Novelty / Dance,3:41,Lito Camo,Lito Camo,Lito Camo,
2004,Sayaw Ya Chang,Ya Chang,Ya Chang,Dance Pop,2:58,Lito Camo,Lito Camo,Lito Camo,
2004,In or Out,Sandara Park,Sandara,K-Pop / Dance,3:15,Lito Camo,Lito Camo,Lito Camo,
2004,Jeepney ,Sponge Cola,Palabas,Alt Rock,5:05,Gosh Dilay,Gosh Dilay,Sponge Cola,
2004,Coda,Sponge Cola,Palabas,Alt Rock,4:26,Sponge Cola,Sponge Cola,Sponge Cola,
2004,Much Has Been Said,Bamboo,As the Music Plays,Alt Rock,4:28,Bamboo Mañalac,Bamboo Mañalac,Bamboo Mañalac,
2004,Mr.Clay,Bamboo,As the Music Plays,Alt Rock,3:27,Bamboo Mañalac,Bamboo Mañalac,Bamboo Mañalac,
2004,Akap,Imago,"Probably Not, But Most Definitely",Alt Rock,3:58,Aia de Leon,Aia de Leon,Imago,
2004,Idlip,Imago,"Probably Not, But Most Definitely",Alt Rock,4:41,Aia de Leon,Aia de Leon,Imago,
2004,Misterio,Slapshock,Headtrip,Nu Metal,4:15,Slapshock,Slapshock,Slapshock,
2004,Hintay,Sugarfree,Sa Wakas,Alt Rock,3:59,Ebe Dancel,Ebe Dancel,Ebe Dancel,
2004,Pwede Ba,Soapdish,Peep Show,Alt Rock,4:01,Jeffery Bolivar,Jeffery Bolivar,Soapdish,
2004,Sana Sinabi,Soapdish,Peep Show,Alt Rock,3:42,Jeffery Bolivar,Jeffery Bolivar,Soapdish,
2004,Kjwan,Kjwan,Kjwan,Alt Rock,4:33,Kjwan,Kjwan,Kjwan,
2004,Mata,Mojofly,Mojofly,Alt Rock,3:48,Ali Alejandro,Ali Alejandro,Mojofly,
2004,Breathe,Kitchie Nadal,Kitchie Nadal,Alt Rock,3:58,Kitchie Nadal,Kitchie Nadal,Kitchie Nadal,
2004,Fire,Kitchie Nadal,Kitchie Nadal,Alt Rock,3:52,Kitchie Nadal,Kitchie Nadal,Kitchie Nadal,
2004,Run,Kitchie Nadal,Kitchie Nadal,Alt Rock,4:01,Kitchie Nadal,Kitchie Nadal,Kitchie Nadal,
2004,Pangarap ko,Kitchie Nadal,Kitchie Nadal,Alt Rock,3:58,Kitchie Nadal,Kitchie Nadal,Kitchie Nadal,
2004,You   ,Basil Valdez,The Greatest Hits,Pop Ballad,4:26,George Canseco,George Canseco,Ryan Cayabyab,
2004,Hindi Mo Na Ba Minamahal,King,Maybe,Pop,3:42,King,King,King,
2004,Kahit Na Ilang Umaga,Jessa Zaragoza,Just Can't Help Feeling,Pop Ballad,4:24,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2004,Ikaw Ang Buhay Ko,Piolo Pascual,Ikaw Ang Buhay Ko,Pop Ballad,4:08,Piolo Pascual,Piolo Pascual,Piolo Pascual,
2004,The Love You Want,Michelle Ayalde,Michelle Ayalde,Pop Ballad,3:53,Michelle Ayalde,Michelle Ayalde,Jonathan Manalo,
2004,Till My Heartache Ends,DJ Tijam,Till My Heartache Ends,Pop Ballad,5:14,Tats Faustino,Tats Faustino,Tat Faustino,
2004,Rico Mambo,Ya Chang,Ya Chang,Dance Pop,3:53,Lito Camo,Lito Camo,Lito Camo,
2004,Kanta Tayo,Vhong Navarro,Totoy Bibo,Novelty / Dance,3:41,Vhong Navarro,Vhong Navarro,Vhong Navarro,
2004,Tugo Dugo Pak,Vhong Navarro,Totoy Bibo,Novelty / Dance,4:02,Vhong Navarro,Vhong Navarro,Vhong Navarro,
2004,Pinoy Idol?,Eddie Gil,Pinoy Idol,Novelty Pop,4:18,Eddie Gil,Eddie Gil,Eddie Gil,
2004,Pagbigyang Muli ,Erik Santos,Awit Ng Puso,Pop Ballad,4:45,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2004,Kabet,Gagong Rapper,Kabet,Rap,4:00,Gagong Rapper,Gagong Rapper,Gagong Rapper,
2005,Hallelujah,Bamboo,As the Music Plays,Alt Rock,5:23,Bamboo Mañalac,Bamboo Mañalac,Bamboo Mañalac,
2005,The Day You Said Goodnight,Hale,Hale,Alt Rock,4:51,Champ Lui Pio,Champ Lui Pio,Champ Lui Pio,
2005,You'll Be Safe Here,Rivermaya,Trip,Alt Rock,4:48,Rico Blanco,Rico Blanco,Rico Blanco,
2005,Akin Ka Na Lang,Itchyworms,Noontime Show,Alt Rock,4:35,Jazz Nicolas,Jazz Nicolas,Itchyworms,
2005,Pinoy Ako,Orange & Lemons,Love in the Land of Rubber Shoes,Alt Rock,4:03,Clem Castro,Clem Castro,Clem Castro,
2005,Nobela,Join The Club,Join the Club,Alt Rock,4:14,Biboy Renia,Biboy Renia,Join The Club,
2005,Makita Kang Muli,Sugarfree,Sa Wakas,Alt Rock,4:05,Ebe Dancel,Ebe Dancel,Sugarfree,
2005,Kahit Pa,Hale,Hale,Alt Rock,5:14,Champ Lui Pio,Champ Lui Pio,Champ Lui Pio,
2005,Sandalan,6cyclemind,Permission to Shine,Alt Rock,4:54,6cyclemind,6cyclemind,6cyclemind,
2005,Beer,Itchyworms,Noontime Show,Alt Rock,6:13,Jazz Nicolas,Jazz Nicolas,Itchyworms,
2005,Chicksilog,Kamikazee,Maharot,Comedy Rock,3:57,Kamikazee,Kamikazee,Kamikazee,
2005,Kung Wala Ka,Hale,Hale,Alt Rock,4:56,Champ Lui Pio,Champ Lui Pio,Champ Lui Pio,
2005,Love Moves In Mysterious Ways (Live),Nina,Nina Live,R&B,4:51,Tom Snow,Tom Snow,Neil Gregorio,
2005,Tell Me Where It Hurts,MYMP,Beyond Acoustic,Acoustic Pop,4:51,Diane Warren,Diane Warren,Chin Alcantara,
2005,Let The Love Begin,Kyla & Jerome John Hughes,Way to Your Heart,R&B / Pop,4:42,Kyla,Kyla,Jonathan Manalo,
2005,Di na Nag-Iisa,Regine Velasquez,R2K,Pop Ballad,3:17,Vehnee Saturno,Vehnee Saturno,Regine Velasquez,
2005,Sweet,Jinky Vidal,Jinky Vidal,Pop,4:12,Jinky Vidal,Jinky Vidal,Jinky Vidal,
2005,Love Can't Lie,Sarah Geronimo,Popstar: A Dream Come True,Pop,4:18,Sarah Geronimo,Sarah Geronimo,Jonathan Manalo,
2005,Talaga naman ,MYMP,Beyond Acoustic,Acoustic Pop,3:52,MYMP,MYMP,Chin Alcantara,
2005,We Belong,Toni Gonzaga,Toni Gonzaga,Pop,4:45,Toni Gonzaga,Toni Gonzaga,Christian Martinez,
2005,Dahil Ikaw,True Faith,Perfect,Pop Rock,4:41,Medwin Marfil,Medwin Marfil,True Faith,
2005,Sabihin Mo Na,Top Suzara,Top Suzara,Pop,4:15,Top Suzara,Top Suzara,Top Suzara,
2005,Possible,Rivermaya,Trip,Alt Rock,4:44,Rico Blanco,Rico Blanco,Rico Blanco,
2005,I,6cyclemind,Permission to Shine,Alt Rock,4:00,6cyclemind,6cyclemind,6cyclemind,
2005,Sige,6cyclemind,Permission to Shine,Alt Rock,3:34,6cyclemind,6cyclemind,6cyclemind,
2005,Borrowed Time,Cueshe,Half Empty Half Full,Pop Rock,4:13,Cueshe,Cueshe,Cueshe,
2005,Gemini,Sponge Cola,Palabas,Alt Rock,4:52,Sponge Cola,Sponge Cola,Sponge Cola,
2005,Para Sayo,Parokya ni Edgar,Bigotilyo,Comedy Rock,4:28,Chito Miranda,Chito Miranda,Chito Miranda,
2005,Gitara,Parokya ni Edgar,Bigotilyo,Comedy Rock,5:14,Chito Miranda,Chito Miranda,Chito Miranda,
2005,Blue Sky,Hale,Hale,Alt Rock,4:29,Champ Lui Pio,Champ Lui Pio,Champ Lui Pio,
2005,Tensionado,Soapdish,Peep Show,Alt Rock,4:30,Jeffery Bolivar,Jeffery Bolivar,Soapdish,
2005,Doo Bi Doo,Kamikazee,Maharot,Alt Rock,3:37,Jim Paredes,Jim Paredes,Kamikazee,
2005,Bagsakan,Parokya ni Edgar,Bigotilyo,Alt Rock,4:01,Chito Miranda,Chito Miranda,Chito Miranda,
2005,Bye Bye Na,Rico Blanco,Your Universe,Alt Rock,3:31,Rico Blanco,Rico Blanco,Rico Blanco,
2005,Abot Kamay,Orange & Lemons,Love in the Land of Rubber Shoes,Comedy Rock,4:28,Clem Castro,Clem Castro,Clem Castro,
2005,Prinsesa,6cyclemind,Permission to Shine,Alt Rock,4:11,6cyclemind,6cyclemind,6cyclemind,
2005,Gusto Na Kitang Makita,Session Road,Session Road,Alt Rock,3:45,Hannah Romawac,Hannah Romawac,Session Road,
2005,Shooting Star,Hale,Hale,Alt Rock,4:03,Champ Lui Pio,Champ Lui Pio,Champ Lui Pio,
2005,Waltz,Hale,Hale,Alt Rock,3:52,Champ Lui Pio,Champ Lui Pio,Champ Lui Pio,
2005,Alipin,Shamrock,Shamrock,Alt Rock,4:48,Shamrock,Shamrock,Shamrock,
2005,Kailanpaman,Kevin Roy,Kevin Roy,Pop Ballad,3:51,Kevin Roy,Kevin Roy,Kevin Roy,
2005,Save Me a Dream,Raymond Lauchengco,Raymond Lauchengco,Pop Ballad,4:15,Raymond Lauchengco,Raymond Lauchengco,Raymond Lauchengco,
2005,I Won't Last a Day Without You,Nina,Nina Live,Pop Ballad,4:01,Roger Nichols,Roger Nichols,Neil Gregorio,
2005,Only Reminds Me of You,MYMP,Beyond Acoustic,R&B,4:56,MYMP,MYMP,Chin Alcantara,
2005,No Ordinary Star,Sarah Geronimo,Popstar: A Dream Come True,Acoustic Pop,4:18,Sarah Geronimo,Sarah Geronimo,Jonathan Manalo,
2005,Maybe It's You,Jinky Vidal,Jinky Vidal,Pop,4:11,Jinky Vidal,Jinky Vidal,Jinky Vidal,
2005,Jam,Kevin Roy & Cooky Chua,Jam,Pop,3:44,Kevin Roy,Kevin Roy,Kevin Roy,
2005,Next in Line (Cover),Stagecrew,Stagecrew,Pop,4:47,Wency Cornejo,Wency Cornejo,Stagecrew,
2005,Huwag Ka Nang Umiyak,True Faith,Perfect,Pop,3:58,Sugar Raft,Sugar Raft,True Faith,
2005,Beep Beep (Cover),Michael Cruz,Beep Beep,Pop Rock,4:14,Juan dela Cruz Band,Juan dela Cruz Band,Michael Cruz,
2006,Magbalik,Callalily,Destination XYZ,Alt Rock,5:21,Lem Belaso,Lem Belaso,Callalily,
2006,Stars,Callalily,Destination XYZ,Alt Rock,4:24,Callalily,Kean Cipriano,Callalily,
2006,Elesi,Sponge Cola,Palabas,Alt Rock,3:23,Rico Blanco,Rico Blanco,Sponge Cola,
2006,Nakauwi Na,Sponge Cola,Palabas,Alt Rock,4:14,Yael Yuzon,Yael Yuzon,Sponge Cola,
2006,The Ordertaker,Parokya ni Edgar feat. Kamikazee,Solid,Alt Rock,3:54,Chito Miranda,Chito Miranda,Chito Miranda,
2006,Martyr Nyebera,Kamikazee,Maharot,Alt Rock,4:43,Kamikazee,Kamikazee,Kamikazee,
2006,Wala Lang,6cyclemind,Permission to Shine,Alt Rock,4:35,6cyclemind,6cyclemind,6cyclemind,
2006,Fixed,Slapshock,Silence,Alt Rock,4:01,Slapshock,Slapshock,Slapshock,
2006,Siguro,Itchyworms,Noontime Show,Alt Rock,3:44,Jazz Nicolas,Jazz Nicolas,Itchyworms,
2006,Love Team,Itchyworms,Noontime Show,Alt Rock,4:11,Jazz Nicolas,Jazz Nicolas,Itchyworms,
2006,Someday,Nina,Nina Live!,Pop,4:01,Nyoy Volante,Nyoy Volante,Neil Gregorio,
2006,Carry My Love,Sarah Geronimo,Becoming,Pop,4:03,Sarah Geronimo,Sarah Geronimo,Jonathan Manalo,
2006,Sana,Shamrock,Shamrock,Alt Rock,4:28,Shamrock,Shamrock,Shamrock,
2006,You Are The One,Toni Gonzaga,Toni Gonzaga,Pop,4:00,Toni Gonzaga,Toni Gonzaga,Christian Martinez,
2006,Pag-Ibig Na Kaya,Christian Bautista & Rachelle Ann Go,Pag-Ibig Na Kaya (Single),Pop Ballad,4:01,Jonathan Manalo,Jonathan Manalo,Jonathan Manalo,
2006,Bakiit,Rocksteddy,Ayos Lang,Alt Rock,4:01,Teddy Corpuz,Teddy Corpuz,Rocksteddy,
2006,Sundo,Imago,"Probably Not, But Most Definitely",Alt Rock,4:31,Aia de Leon,Aia de Leon,Imago,
2006,Taralets,Imago,Take 2,Alt Rock,3:43,Aia de Leon,Aia de Leon,Imago,
2006,Tollgate,Hale,Hale,Alt Rock,4:28,Champ Lui Pio,Champ Lui Pio,Champ Lui Pio,
2006,Invincible,Christian Bautista,Completely,Pop,3:58,Christian Bautista,Christian Bautista,Christian Bautista,
2006,Pasubali,Sponge Cola,Palabas,Alt Rock,4:02,Yael Yuzon,Yael Yuzon,Sponge Cola,
2006,Tuliro,Sponge Cola,Palabas,Alt Rock,3:55,Yael Yuzon,Yael Yuzon,Sponge Cola,
2006,Pangarap,Callalily,Destination XYZ,Alt Rock,4:20,Kean Cipriano,Kean Cipriano,Callalily,
2006,Lumbay,Callalily,Destination XYZ,Alt Rock,4:01,Kean Cipriano,Kean Cipriano,Callalily,
2006,Walang Kadala-dala,Sandwich,Grip Stand Throw,Alt Rock,4:28,Raymund Marasigan,Raymund Marasigan,Raymund Marasigan,
2006,Sugat,Sandwich,Grip Stand Throw,Alt Rock,3:53,Raymund Marasigan,Raymund Marasigan,Raymund Marasigan,
2006,Laging Nandoon,Rocksteddy,Ayos Lang,Alt Rock,3:45,Teddy Corpuz,Teddy Corpuz,Rocksteddy,
2006,Director's Cut,Kamikazee,Maharot,Alt Rock,3:54,Kamikazee,Kamikazee,Kamikazee,
2006,Ambisyoso,Kamikazee,Maharot,Alt Rock,4:28,Kamikazee,Kamikazee,Kamikazee,
2006,Muntik Na,Itchyworms,Noontime Show,Alt Rock,4:31,Jazz Nicolas,Jazz Nicolas,Itchyworms,
2006,Awit ng Kabataan,Rivermaya,Trip,Alt Rock,3:54,Rico Blanco,Rico Blanco,Rico Blanco,
2006,I Can,Sarah Geronimo,Becoming,Pop,3:36,Edith Gallardo,Edith Gallardo,Jonathan Manalo,
2006,Is It Over,Rachelle Ann Go,Rachelle Ann Go,Pop Ballad,4:31,Rachelle Ann Go,Rachelle Ann Go,Rachelle Ann Go,
2006,Bakit,Rachelle Ann Go,Rachelle Ann Go,Pop Ballad,4:14,Rachelle Ann Go,Rachelle Ann Go,Rachelle Ann Go,
2006,Kung Paano,Janno Gibbs,Janno Gibbs,Pop R&B,4:22,Janno Gibbs,Janno Gibbs,Janno Gibbs,
2006,Binibini,Janno Gibbs,Janno Gibbs,Pop R&B,4:01,Janno Gibbs,Janno Gibbs,Janno Gibbs,
2006,Kailangan Kita,Piolo Pascual,Piolo Pascual,Pop Ballad,3:45,Ogie Alcasid,Ogie Alcasid,Ogie Alcasid,
2006,Dito Sa Puso Ko,Ogie Alcasid,Ikaw Pa Rin,Pop Ballad,4:06,Ogie Alcasid,Ogie Alcasid,Ogie Alcasid,
2006,Batang-Bata Ka Pa,Sugarfree,Sa Wakas,Alt Rock,4:31,Jim Paredes,Jim Paredes,Ebe Dancel,
2006,Pumapatak ang Ulan,Parokya ni Edgar,Bigotilyo,Alt Rock,3:55,Jim Paredes,Jim Paredes,Chito Miranda,
2006,Nakapagtataka,Sponge Cola,Palabas,Alt Rock,4:28,Jim Paredes,Jim Paredes,Sponge Cola,
2006,Awit ng Barkada,Itchyworms,Noontime Show,Alt Rock,3:24,Jim Paredes,Jim Paredes,Itchyworms,
2006,Ewan,Imago,Take 2,Alt Rock,4:41,Jim Paredes,Jim Paredes,Imago,
2006,Panalangin,Moonstar88,Popcorn,Alt Rock,4:01,Jim Paredes,Jim Paredes,Moonstar88,
2006,Blue Jeans,Rocksteddy,Ayos Lang,Alt Rock,5:20,Jim Paredes,Jim Paredes,Rocksteddy,
2006,The Great Escape,Hale,Hale,Alt Rock,5:14,Champ Lui Pio,Champ Lui Pio,Champ Lui Pio,
2006,Lastikman,Kamikazee,Maharot,Alt Rock,4:38,Kamikazee,Kamikazee,Kamikazee,
2006,Isang Bandila,Rivermaya,Trip,Alt Rock,4:12,Rico Blanco,Rico Blanco,Rico Blanco,
2006,Bakunawa,Gloc-9,G9,Pinoy Hip Hop,4:20,Aristotle Pollisco,Aristotle Pollisco,Gloc-9,
2006,Lando,Gloc-9 feat. Francis M.,G9,Pinoy Hip Hop,5:38,Aristotle Pollisco,Aristotle Pollisco,Gloc-9,
2007,Ikaw Lamang,Silent Sanctuary,Fuchsiang Pag-ibig,Alt Rock,3:53,Sarkie Sarangay,Sarkie Sarangay,Silent Sanctuary,
2007,Probinsyana,Bamboo,As the Music Plays,Alt Rock,4:20,Bamboo Mañalac,Bamboo Mañalac,Bamboo Mañalac,
2007,Magsasaya,6cyclemind,Permission to Shine,Alt Rock,4:34,6cyclemind,6cyclemind,6cyclemind,
2007,Tatsulok,Bamboo,Light Peace Love,Alt Rock,3:53,Rom Dongeto,Rom Dongeto,Bamboo Mañalac,
2007,Rebound,Silent Sanctuary,Fuchsiang Pag-ibig,Alt Rock,3:55,Sarkie Sarangay,Sarkie Sarangay,Silent Sanctuary,
2007,Willing Victim,Chicosci,Method of Breathing,Alt Rock,3:16,Chicosci,Chicosci,Chicosci,
2007,Seven Black Roses,Chicosci,Method of Breathing,Alt Rock,4:28,Chicosci,Chicosci,Chicosci,
